name,f1_score,roc_auc_score,total_actives,predicted_actives,version,f1,roc_auc,accuracy
m_phase_inducer_phosphatase_2,0.7777777777777778,0.8863313441318557,9,9,py35,0.7058823529411765,0.9781187837453822,0.9875
histamine_h2_receptor,0.7777777777777777,0.9286764705882352,8,10,py27,0.7692307692307693,0.8830882352941177,0.9831460674157304
tissue_type_plasminogen_activator,0.7692307692307692,0.8324209245742092,15,11,py27,0.7647058823529413,0.9964720194647204,0.9857904085257548
gamma_aminobutyric_acid_receptor_subunit_alpha_3,0.7368421052631579,0.8170480313337455,11,8,py35,0.6923076923076923,0.9902082044939188,0.9823008849557522
receptor_tyrosine_protein_kinase_erbb_4,0.7272727272727273,0.9935622317596566,4,7,py27,0.6666666666666666,1.0,0.9831223628691984
chymotrypsinogen_b,0.6666666666666666,0.75,4,2,py27,0.5714285714285715,0.988599348534202,0.990353697749196
vascular_endothelial_growth_factor_receptor_3,0.6451612903225806,0.7752652149637075,18,13,py27,0.606060606060606,0.9391866741112972,0.9788617886178862
sodium_channel_protein_type_8_subunit_alpha,0.6153846153846153,0.8227699530516431,6,7,py35,0.6,0.9107981220657276,0.972972972972973
dual_specificity_protein_kinase_clk4,0.5714285714285715,0.7,5,2,py35,0.4444444444444445,0.9735099337748344,0.967948717948718
small_conductance_calcium_activated_potassium_channel_protein_3,0.5714285714285715,0.7468553459119497,4,3,py35,0.4,0.9371069182389936,0.98159509202454
