model_name,f1,roc_auc,accuracy
calcium_calmodulin_dependent_3_5_cyclic_nucleotide_phosphodiesterase_1a,0.5714285714285715,0.9425,0.971153846153846
calcium_calmodulin_dependent_3_5_cyclic_nucleotide_phosphodiesterase_1b,0.6666666666666665,0.9946236559139784,0.9690721649484536
calcium_calmodulin_dependent_3_5_cyclic_nucleotide_phosphodiesterase_1c,0.8000000000000002,0.9714285714285716,0.990990990990991
calcium_calmodulin_dependent_protein_kinase_type_ii_subunit_delta,0.8,0.9883720930232558,0.9887640449438202
calcium_dependent_phospholipase_a2,0.5714285714285715,0.9789473684210528,0.9747899159663864
calcium_release_activated_calcium_channel_protein_1,0.8,1.0,0.9887640449438202
calpain_1_catalytic_subunit,0.9625,0.9866844457799648,0.997837837837838
calpain_2_catalytic_subunit,0.9642857142857144,0.9995836329914076,0.997872340425532
camp_and_camp_inhibited_cgmp_3_5_cyclic_phosphodiesterase_10a,0.9793351302785264,0.9998939025214848,0.9988480416708404
camp_dependent_protein_kinase_catalytic_subunit_alpha,1.0,1.0,1.0
camp_specific_3_5_cyclic_phosphodiesterase_7b,0.5454545454545454,0.7105263157894737,0.9579831932773109
cannabinoid_receptor_1,0.96602658788774,0.9947599826336384,0.997944225956382
cannabinoid_receptor_2,0.9513513513513512,0.9948152614431176,0.9974504249291783
carbonic_anhydrase_12,0.9036295369211514,0.9948737184296076,0.9947429507749028
carbonic_anhydrase_13,0.9722222222222222,0.999885024432308,0.9980563654033042
carbonic_anhydrase_14,0.9285714285714284,0.9976132892057028,0.995397764628534
carbonic_anhydrase_2,0.94,0.9984202252787752,0.9966966772459356
carbonic_anhydrase_3,0.5,0.6981132075471698,0.9639639639639641
carbonic_anhydrase_4,0.8666666666666666,0.9805786358205713,0.9930151338766008
carbonic_anhydrase_5a_mitochondrial,0.870967741935484,0.9825186049905152,0.9921104536489151
carbonic_anhydrase_5b_mitochondrial,0.7619047619047621,0.8374482044198894,0.9866310160427808
carbonic_anhydrase_6,0.7346938775510203,0.9688910878842228,0.9820936639118456
carbonic_anhydrase_7,0.9417989417989416,0.9976133974267962,0.9966059858068498
carbonic_anhydrase_9,0.9491173416407062,0.9978085481224056,0.9972386587771204
carboxypeptidase_a1,0.8888888888888891,0.9946236559139784,0.9896907216494846
carboxypeptidase_b2,1.0,1.0,1.0
carboxypeptidase_b,0.9090909090909092,0.9979757085020242,0.9960317460317459
carnitine_o_palmitoyltransferase_1_liver_isoform,0.9607843137254902,0.9908492850421172,0.9977057642672784
